sentence,label
"दुर्भाग्य से, घर के रास्ते में, वह गलती से अपने निसान पाथफाइंडर के साथ एक कुत्ते को लगभग हिट कर देता है, जिससे कुत्ता गुस्से में उस पर चिल्लाने लगता है।",O O O O O O O O O O B-PROD I-PROD O O O O O O O O O O O O O O O O O O O
"उत्तरजीविता फिल्म , फिल्म शैली के बारे में, संबंधित फिल्मों की सूची के साथ",B-CW I-CW O O O O O O O O O O O O
"पूरी फिल्म में प्रभावी हास्य मार्ग हैं, जबकि ला नासीयन ने छायांकन की प्रशंसा की।",O O O O O O O O B-GRP I-GRP O O O O O
"कदवाया मध्य प्रदेश , भारत में एक गांव है।",O B-LOC I-LOC O B-LOC O O O O
"यह शहर पर्यटकों की पीठ पर विकसित हुआ, जो अविकसित शहर मार्मारिस के शांत विकल्प की तलाश में थे।",O O O O O O O O O O O B-LOC O O O O O O O
उस तिथि के बाद उत्पादित तन्त्रांश इसके लिए काम नहीं कर सकता है।,O O O O O B-CW O O O O O O O
"उसका शरीर नग्न पाया गया था और उसके हाथ प्लास्टिक के लचीले हथकड़ी से बंधे थे। उसकी हत्या के १६ साल बाद, एक ठंडे खूनी हत्यारे को न्याय के कटघरे में लाया जाता है।",O O O O O O O O O O O O B-PROD O O O O O O O O O O O O O O O O O O O O O
भवन को १९८५ में ऐतिहासिक स्थलों का राष्ट्रीय पंजीकरण पर सूचीबद्ध किया गया था।,O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O O O O O
घर को १९९४ में ऐतिहासिक स्थलों का राष्ट्रीय पंजीकरण पर सूचीबद्ध किया गया था।,O O O O B-GRP I-GRP I-GRP I-GRP I-GRP O O O O O
यह कोल्लम जिला के ११ विधानसभा क्षेत्रों में से एक है।,O B-LOC I-LOC O O O O O O O O
"कैमिलो एगास (बिज़्कोचिटो) (१८८९ - १९६२), इक्वाडोरियन / अमेरिकी चित्रकार और शिक्षक",B-PER I-PER I-PER O O O O O O O O O
