sentence,label
"१८५० के दशक के अंत में स्थापित, इसे १९५८ में एक कंपनी को बेच दिया गया था जिसे बाद में डीन फूड्स द्वारा अधिग्रहित कर लिया गया था।",O O O O O O O O O O O O O O O O O O O O B-CORP I-CORP O O O O O O
"२००७ में, फिल्म की योजना और वी वीडियो गेम की पहली बार घोषणा की गई थी।",O O O O O O B-PROD O O O O O O O O O
लहरें लीड सिंगल के रूप में कार्य करती हैं।,O B-CW I-CW O O O O O O
"१९९९ तक, शॉपिंग मॉल गिरावट में था, फलस्वरूप २००३ में नए मालिक गेसीना द्वारा एक पूर्ण नवीनीकरण परियोजना शुरू की गई थी।",O O O O O O O O O O O O B-CORP O O O O O O O O O
२००१ ( बीबीसी द्वारा पायलटों को अस्वीकार कर दिया गया),O O B-CORP O O O O O O O
ग्रोस इले नगर हवाई अड्डा द्वीप के दक्षिणी छोर पर स्थित है।,B-LOC I-LOC I-LOC I-LOC I-LOC O O O O O O O
निर्देशक के रूप में किटानो की दूसरी और पटकथा लेखक के रूप में पहली फिल्म १९९० में रिलीज़ हुई क्वथनांक (३ ४एक्स १० अक्टूबर) थी।,O O O O O O O O O O O O O O O O O O O B-CW O O O O O
१९६९ में उनका .३४० औसत टीम रिकॉर्ड बना रहा जब तक १९९८ में जॉन ओलेरुड ने .३५४ बल्लेबाजी की।,O O O O O O O O O O O O O B-PER I-PER O O O O
कस्बे कृषि पर केंद्रित हैं और उन लोगों के लिए कई कैंपग्राउंड हैं जो व्यस्त उद्दोर्प क्षेत्र में थोड़ा आराम करना पसंद करते हैं लेकिन फिर भी किनारे के करीब रहना चाहते हैं।,O O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O
एलाट्रिस्टे आर्टुरो पेरेज़-रेवर्टे द्वारा लिखे गए पांच उपन्यासों पर आधारित है।,O B-PER I-PER O O O O O O O O
